text,rating
"Rzadko daję max ilość punktów, ale w przypadku ""Gry o tron"" po prostu nie da się inaczej. Przesłuchałam ją obecnie kolejny raz po kilku latach przerwy. I mimo że wiedziałam już co się wydarzy to i tak dałam się porwać tej niesłychanej historii. Klimat jaki został stworzony jest nie do opisania. Powieść wciąga do reszty, nie można się oderwać. Magiczny nastrój, bohaterowie tak wyraziści że niemal namacalni, kompletnie zaskakujące i nieoczekiwane zwroty akcji, zapachy, dżwięki oddane tak mistrzowsko że czytelnik słyszy szum wiatru, parskanie koni, chrzęst łamanych kości, czuje smród niemytych ciał dzikusów i widzi zamki na skałach, Mur i cały ten magiczny świat. Kto nie czytał niech nie czeka dłużej. Nawet osoba, która nie lubi fantastyki będzie zachwycona - gwarantuję. Polecam audiobook w wersji superprodukcji - mistrzostwo ! ",10
" Wspaniały średniowieczny klimat z fantastyką będącą przedstawianą tak umiejętnie, że czytelnik wsiąka w opowieść samemu zastanawiając się czy to co należy do kanonu legend Westeros może wpływać na przebieg wydarzeń w tej krainie. Wiarygodna fantastyka. Początek epickiej historii walki o dominację, wpływy, władze, miłość i honor. Pamiętam, że czytając zakończenie jako nastolatek z wrażenia wcisnęło mnie w fotel. oryg.przecz.2020 ",9
"Szukałem po wiedźmińskiej sadze czegoś w podobnych klimatach. Słyszałem o serialu, nawet próbowałem go obejrzeć, ale skończyło się na jednym odcinku ze znajomymi. W międzyczasie dorwałem gdzieś pierwszą część sagi i w końcu postanowiłem przeczytać sławną Grę o tron. Pomyślałem sobie: podobna tematyka jak u Sapkowskiego, powinno mi się spodobać. I spodobało, co mnie bardzo cieszy.  Lubię polityczne intrygi i dobrze napisane postacie,a to tutaj dostałem. Początkowo wprawiała mnie w lekkie zakłopotanie konstrukcja samej książki (nie mamy typowych rozdziałów ponumerowanych od 1 do ileś tam, a nazywane są one tutaj imionami bohaterów, z których to perspektywy/których obserwujemy). Jednakże idzie się do tego przyzwyczaić i samą książkę ""czyta się jak serial"" - cała książka jest jak sezon, a poszczególne rozdziały to odcinki/sceny. Być może jest to krzywdzące określenie, gdyż literatura swoje, a wideo swoje, ale takie po prostu odniosłem wrażenia. Jak na pierwszy tom rozległej sagi wypełnionej soczystą zawartością, to czytało mi się to niebywale przyjemnie i szybko uciekły mi sprzed wzroku te kilkaset stronic. Jestem pełen podziwu, że twórcy udało się tak sensownie i dobrze wykreować ten świat.  Bardzo dobry kawał literatury i mogę ją z całego serca polecić. ",8
Wspaniale wykreowany świat i bohaterowie. Początek sagi wciąga od pierwszych stron i ciężko się oderwać. ,9
"Pierwsza i najlepsza część cyklu. Kreacja i rozmach świata, wyraziści (nie biało-czarni) bohaterowie, wielowątkowość fabuły, zaskakujące zwroty akcji - wszystko perfekcyjne. Tą książkę powinien przeczytać każdy, bez względu czy lubi fantastykę czy nie (bez obawy - wątków fantastycznych jest tu niewiele). ",9
"Gra o tron- jeden z współczesnych klasyków fantastyki. Nie znam osoby która nigdy o niej nie słyszała. Książka jest rewelacyjna, wciągająca już od pierwszych stron. Postacie są genialne wykreowane, każda z nich opowiada ciekawą i indywidualną historię. Jest to co prawda gruba pozycja, ale jest za to naładowana akcją. Jedynym minusem jest to, że momentami miałam problem z odnalezieniem się w szlacheckich rodach. Ostatecznie ocena 8 na 10, na pewno sięgnę po 2 tom. ",8
"Muszę przyznać, że bałam się trochę podchodzić do tej książki. Głównie z tego względu, że książki, seriale czy filmy, na które jest tzw. hype albo nie ciekawią mnie wcale albo w małym stopniu, no a swego czasu zachwycone głosy o serialu ""Gra o tron"" waliły ze wszystkich stron drzwiami i oknami. Prawdopodobnie to dość długo odstraszało mnie od sagi, dlatego zaczęłam ją czytać z dosyć mieszanymi uczuciami. Ale muszę przyznać, że tym razem moje obawy były bezpodstawne. Podczas czytania ""Gry o tron"" całkowicie traciłam poczucie czasu. Cokolwiek innego robiłam, ciągnęło mnie jedynie do lektury. Przede wszystkim: uwielbiam postacie z tej powieści. Według mnie są bardzo wyraziste, każda z nich jest inna i po prostu widać, że autor miał na nie konkretne pomysły. Oprócz tego dialogi, które według mnie są naprawdę naturalne oraz sam język, jakim powieść jest napisana, sprawiający, że powieść jest jak danie z wykwintnej restauracji, podczas czytania której delektujesz się każdym słowem, zdaniem. Polecam gorąco! ",8
"Warto najpierw obejrzeć serial, będzie łatwiej odnaleźć się w całym zagmatwanym świecie bohaterów i rodów. Dla ludzi, którzy po tej książce pokochali całą historię, nie trzeba się rozpisywać. Autor stworzył fantastyczną serię, która wciąga od pierwszej strony. Fabuła, wykreowanie bohaterów, intrygi, świat przedstawiony, styl pisania - to wszystko ujmuje czytelnika w rozbrajającym tempie i pozwala przenieść się zupełnie gdzieś indziej. ",10
"Najpierw serial, teraz książka. Wydaje mi się, że dzięki serialowi łatwiej czułam te postacie. Świetnie się czytało! Dlatego fanom serialu polecam przynajmniej ten tom. Wada to jakość fizyczna książki. Mi zaczęły się końcowe strony odklejać. ",9
"Książkę naprzemiennie słuchałam i czytałam na Legimi. Audiobook to bardziej słuchowisko, gorąco polecam osobom, które nie wiedzą, czy ta forma jest dla nich - dzięki różnym aktorom głosowym łatwiej zrozumieć treść. Jest mi strasznie szkoda niektórych bohaterów tej książki. Prawdopodobnie w większości dlatego, że najpierw oglądałam serial, ale jednak powieść pozwala lepiej zrozumieć postacie. ",7
"Gdyby usunąć szczegóły, które nic nie wnoszą - drobiazgowe opisy np. ubioru czy koligacji i to w przypadku osób raz pojawiających się w książce, byłoby więcej. ",9
Książka bardzo mi się podobała :) ,7
"To nie jest opinia, ale nowa wersja portalu wymaga wpisania kilku słów, by dołączyć książkę do biblioteczki. Pozdrawiam ",10
"Ten tom trzeba potraktować jako wprowadzenie, przedstawienie postaci, rodów. Nie ma tu wielu scen walki. Ogólnie na plus, chociaż I sezon serialu bardziej mi się podobał niż książka. ",8
"Hmmmm, od czego by tu zacząć. Gra o tron nie jest łatwą książką. Na początku miałam wielkie problemy z ogarnięciem kto jest kim, kto jest z kim spokrewniony. Na szczęście z małą pomocą taty sobie szybko poradziłam. Fabuła była ciekawa, ilość bohaterów z których perspektywy możemy poznać świat jest bardzo duża - co mega mi się spodobało. Jednak jest to książka brutalna, ciężka i trochę miałam ""kaca książkowego"" po niej. Ale warto. Dla osób zainteresowanych jak najbardziej. Ale trzeba się przygotować żeby nie odpuścić. ",9
"Wybrałem się kiedyś na spotkanie amatorów gier planszowych. Graliśmy m.in. w Grę o tron. Z rozmów graczy wywnioskowałem, że są jakieś książki (serialu jeszcze wtedy nie było). Gra planszowa GoT mi się spodobała więc kupiłem sobie wszystkie dostępne wtedy tomy w oryginale. Zdaje się, że 4 części wówczas były na rynku. Oczywiście gdzieś mi przepadły. Pożyczyłem, nie wróciły, nie pamiętam komu. Niech tam. Niechaj bawią innych. Dużo dobrej rozrywki i nauki języka. Umilało mi to dojazdy tramwajem do pracy. Zdarzyło się zaczytać i przejechać przystanek. Poprawiłem za jakiś czas audiobookami. Roy Dotrice zrobił kawał niesamowitej roboty. Wersja Roya Aversa słabiej mi podeszła. Serial mi się nie podoba nie licząc kilku scen i postaci Olenny Tyrell oraz Tyriona.  Polskie tłumaczenie? Zaglądałem. Coś jakby wyjąć truskawkę z zamrażarki vs świeży, soczysty owoc. Albo odgrzać burgera w mikrofali zamiast odsmażyć elegancko na patelni. Sterylne, nudne, bez smaku. Poprawne - nie powiem. Ale mówię mu zdecydowane nie. Serial też odradzam. Żeruje na niskich instynktach. W celu nauki angielskiego polecam literacki oryginał +/lub audiobook Roya Dotrice'a.  Hej, GRRM, dokończysz kiedyś ty pisać tę serię????????????? Narobiłeś smaka draniu i co teraz? Kupony odcinasz, seriale jakieś kręcisz? Ty łotrze! Hahahaha. P.S. Na uznanie zasługuje historia tych fikcyjnych krain oraz ich religie. Bardzo to pomysłowe i dość niebanalne. Dychę dostaje cała seria. Nie będę się rozdrabniał. ",10
ta ksiazka to dla mnie hit :D ,10
"Moje pierwsze zetknięcie z autorem. Początek trudny, pisane wielowątkowo, rozbudowane postaci. Tematyka ciekawa, choć na początku trudno się połapać kto jest kim w tej sieci intryg. Przeczytałam z przyjemnością, choć nie drżę z niecierpliwości za następnym tomem. Kawał fajnej literatury z elementami fantastyki dla wielbicieli czytania o pradawnych wiekach, bogach ze skandynawskim tłem. ",7
"Długo się przymierzałam, a gdy już zaczęłam... poszło.  Dla fanów bajania w typie sf. Coś innego na mojej półce. Niby nie moja bajka, a jednak. Zakończenie wow. Gdy skończyłam, pomyślałam: ale że jak? Niemożliwe! Serio? Nie, tak naprawdę pomyślałam coś całkiem innego, ale to forum czytelnicze i nie wypada bluzgać publicznie.  W każdym razie uznałam wtedy, że teraz to może zdarzyć się już absolutnie wszystko.  Rzuciłam się w kolejne części jak dzik w żołędzie... Niestety im dalej, tym słabiej. Ale dobrnęłam i do końca, po to tylko, żeby dowiedzieć się, że końca autor nie raczył jeszcze napisać. ",9
"Pierwsze co nasuwa mi się na myśl po zakończeniu lektury to: O Kur*a. To co się wydarzyło na końcu książki to złoto i sprawiło to, że niezwykle ta książka urosła w moich oczach pod względem tego jak jest dobrze napisana i skonstruowana. Męczyłam się z jej czytaniem niezwykle długo. Strasznie opornie mi wchodziła, zupełnie podobnie jak klasyki, ale to moje pierwsze podejście z trudniejszą, bardziej ""realistyczną"" fantastyką, więc momentami zmuszałam się do czytania by w końcu mieć ten pierwszy tom za sobą. Momentami tempo było tak powolne, że działała na mnie usypiająco i zniechęcająco jednocześnie, ale jak już się dosiadłam do lektury to odchodziło to w zapomnienie i gdy odkładałam książkę chętniej chciałam ponownie po nią sięgać gdy akcja się rozkręcała. Mam nadzieje, że teraz, przy kolejnym tomie, będę mogła się lepiej połapać kto jest kim, z kim jest powiązany, gdzie coś się znajduje i jak to wszystko jest rozłożone na mapie, bo póki co miałam z tym problem, bo tylu bohaterów (i miejsc) na raz jeszcze w żadnej lekturze nie spotkałam i tyle oddzielnych a jednocześnie przeplatających się historii. Muszę więc powiedzieć, że jest się czym zachwycić i nie dziwie się, że jest to książka mająca grono fanów. ",8
"Tu już nie ma się co rozpisywać. Książka jest świetna! To co mnie uderzyło to taka prawdziwość, wywoływanie różnych, mocnych emocji. Niezrozumienie podejmowanych decyzji, uczucie zdrady, straty, żalu, złości ale i wygranej oraz sprawiedliwości. Nie przesadzona, nie podchodzi do absurdu, elementy fantasy wprowadzone tak realnie, że przecież to jasne iż smoki istnieją. Bardzo ciekawie skonstruowana fabuła i zobrazowane postacie, doskonałe tempo. ",8
"""Gra o tron"" to przemyślane i nadzwyczaj ciekawe dzieło. Zawiera w sobie intrygę, magię, politykę jak i romans. Dla osób poszukujących swojej pierwszej książki tego gatunku to pozycja wręcz idealna. Dobrze się ją czyta i pozostaje w pamięci choć odrobine dłużej. Zachęcam.  Thorokk ",8
"Pierwsza część jednej z najbardziej ciekawych serii książek fantasy, jaką czytałam. Na początku trudno jest zakapować się z dosyć nietypową formą książki i ogólnie fabułę, jednak jak się połapiesz, staje się naprawdę ciekawa. Nieźle zbudowana wymyślona kraina i dobrze oddane realia ala średniowiecza. Polecam każdemu fanu fantastyki. ",9
"Jakiś czas temu obejrzałam serial na podstawie tej serii. Był świetny, ale słyszałam głosy, że dużo różni się od oryginału, a następne sezony były coraz mniej podobne. Postanowiłam, więc sięgnąć po książki. Jeśli ktoś oglądał serial to jeśli liczy na jakieś znaczne różnice w książce to ich nie znajdzie. Historia jest niemal identyczna. Nawet niektóre kwestie były wyciągnięte z książki. Różniły się tylko nieznaczne szczegóły, które nie wnosiły żadnych zmian w fabule. ""Gra o tron"" to wbrew pozorom lekka książka, mimo objętości, mnogości bohaterów, nazw. Bohaterowie są bardzo wyraziści, nie sposób ich pomylić. Cała książka jest podzielona właśnie na rozdziały dedykowane konkretnym postaciom, co ułatwia odnalezienie się w ogromie różnych wątków. Autor buduje klimat konkretny dla danej postaci, miejsca czy wydarzenia. Czytając można poczuć chłód Muru, woń kwiatów w Królewskiej Przystani, można widzieć wręcz wyraz twarzy zaciętości Aryi czy usłyszeć śmiech Roberta. Jak już wspomniałam, dla tych którzy znają tę historię to jedyną gratką będzie styl autora. Na pewno to, że już widziałam adaptację ułatwiło mi wyobrażanie sobie tego o czym czytam, ale mam też wrażenie, że właśnie aktorzy, miejsca są świetnie oddane na podstawie tych opisów. Jeśli ktoś nie lubi opisów to tutaj jest ich dużo, ale nie za dużo. Martin wybierał gdzie opis jest potrzebny, gdzie istotne jest, aby czytelnik mógł wyobrazić sobie coś z największą dokładnością, ale tam gdzie wygląd nie grał roli nie rozwodził się nad nim. Nie mogę się doczekać, aż sięgnę po kolejny tom, może w nim będzie więcej różnic, niż w serialu. ",9
"Pomimo miliarda wprowadzonych postaci, każda z nich jest charakterystyczna i pogłębiona. Nikt tutaj nie jest wycinanką z papieru, a sytuacje zawiązywane w czasie akcji są jak najbardziej wiarygodne (o ile nie mówimy o elementach fantasy). Ilustracje nadają książce nowego kształtu, w końcu przy czytaniu nie musiałam myśleć o adaptowanym serialu i grających tam aktorach. ""Saga Lodu i Ognia"" jest najważniejszą serią fantasy, zaraz po uniwersum Tolkiena. ",9
"Nie czepiam się treści, bo jest to rzecz tak już znana, że każdy czytelnik, sięgając po książkę wie, czego się spodziewać. Ale nie sądziłam, że jest tak fatalnie napisana, tak drętwa pod względem językowym. Nie wierzę, że to mówię: lepiej obejrzeć serial. ",4
"Ta seria to jedne z najwspanialszych książek, jakie przeczytałam. Owszem, sporo okrucieństwa i ten młody wiek bohaterów... Poza tym jednak niezwykle głęboka psychologia, wartka akcja. Żyjemy życiem fascynujących, a zarazem zupełnie różnych bohaterów: karła, zdrajcy, rycerza zakochanego we własnej siostrze, bękarta, uczącej się władzy królowej. To kwintesencja przyjemności z czytania. Jedynie drugi tom trochę mnie zmęczył - zbyt wiele opisów batalistycznych. Po ""Grze o tron"" długo nie mogłam znaleźć czegoś równie dobrego. Do tej wysokości sięgnęło dopiero ""Małe życie"" Hanyi Yanagihary. ",10
"Dobra książka, ale zdecydowanie toporna, ciężka i męcząca. Spodziewałem się czegoś znacznie lepszego. Język autora (czy może tłumacza) jest dla mnie straszny i nużący, a sama opowieść mało wciągająca, mimo wszystko. ",unknown
"Mam ogromny sentyment do pierwszej części ""Pieśni Lodu i Ognia"", więc ocena nie jest do końca obiektywna. Książkę dostałam w prezencie urodzinowym od zaangażowanego fana. Później polecał mi serial, ale tu nie zaiskrzyło, wymęczyłam pierwszy sezon i nigdy nie obejrzałam kolejnych. Książki przeczytałam wszystkie i wciąż mam nadzieję na kolejne tomy. Zapewne niewiele jest osób, które nie słyszały o serii. Co mnie w niej urzekło? Na pewno wyraziste postacie, świat odmienny od naszego, choć inspirowany późnym średniowieczem i prawdziwymi wydarzeniami, a także wciągająca fabuła. Wielbiciele fantasy też znajdą coś dla siebie, choć fantastyczne wątki nie są wiodącymi. Dla wielbicieli intryg znajdzie się znacznie więcej. Polecam jako wciągającą lekturę, po której ręce same sięgają po kolejne części. ",8
"W ogóle nie rozumiem zachwytów nad tą książką. Nie wiem, może to wina pisarza, może tłumacza, a może zawiniło czytanie PO obejrzeniu serialu-ale nie zaiskrzyło. Ubogi język, rozwlekły styl, chaotyczność akcji, za dużo wątków sprawiały, że męczyłam tą książkę straaasznie długo, w nadziei, że się wciągnę. Nic z tego, wieje nudą do końca. Ani trochę nie kusi mnie kontynuowanie tej sagi. ",3
"Plusy: + Świetny styl. Doskonała równowaga między dialogami a opisami, które nigdy nie są nudne czy nadmiernie rozwleczone. Żadnego lania wody. + Koncepcja Muru oddzielającego świat ludzi od świata Innych. + Jon, Robb, Arya i Daenerys. Podoba mi się kierunek, w którym rozwijają się te postacie. + Tyrion. Uwielbiam jego poczucie humoru. + Wilkory jako opiekunowie i obrońcy. Minusy: - Trochę za dużo okrucieństwa jak na mój gust. Niektóre postacie i ich wyczyny były dla mnie trudne do zniesienia. - Stanowczo za mało Innych. W prologu pojawili się na chwilę, jakby na wabia, a potem już nic. Czuję się tym trochę zawiedziona. W sumie plusy przeważają. Cieszę się z możliwości wyrobienia sobie własnego zdania o tym ""fenomenie popkultury"". Serialu nie oglądałam i raczej nie zamierzam, ale cykl prawdopodobnie przeczytam do końca. ",6
Serduszko za końcówkę. (omg przeczytałam ją w 10 lecie premiery pierwszego odcinka) ,7
"Jest to moja pierwsza styczność z tak rozbudowaną fantastyką. Pierwsze 100 stron książki nie rozumiem. Ciężko odnalezć się w akcji, bohaterach. Książka ma bardzo wysoki próg wejścia. Im dalej tym lepiej, ciekawe zestawienie bohaterów oraz nietuzinkowa fabuła. Na razie odpocznę od kolejnych części, ponieważ ta wymęczyła mnie lecz na pewno dokończę serie. ",6
"Jaka to jest świetna, dopracowana fantastyka... po prostu. ",8
"Oczywiście nie było to moje pierwsze przeczytanie - znam, i kocham tę serię od lat, i od lat czekam na jej zakończenie 😂 tym bardziej jestem szczęśliwa mogąc powiedziec, że pierwszy tom się nie starzeje - jest wspaniałym, inteligentnym i dobrze przemyslanym wstępem do wspaniałej opowieści. ",10
"Książkę zaczęłam czytać dopiero po obejrzeniu serialu, przy czym dla mnie osobiście pomogło to w zobrazowaniu całej historii. Prócz małych detali, serial nie odbiega od książki, która według mnie jest napisana znakomicie. Wszystkie opisy, dialogi, cała fabuła jest na tak wysokim poziomie, że nic tylko czapki z głów dla Martina. Każdy rozdział przypisany jest do postaci, więc różnorodność historii jest tak samo pokazana jak w scenach z serialu. Mimo, że jest gruba i ma bardzo dużo stron to tak wciąga, że nawet nie odczuwa się kiedy jest się ku końcowi. Dla mnie 10/10 ",10
"Wciaga, i to bardzo. Przyznaje, ze jako pierwszy obejrzalem serial, dopiero potem ksiazka. Pomoglo mi to jednak wizualizowac sobie tok wydarzen z ksiazki w trakcie czytania. Martin stowrzyl cudo, ktoremu nikt nie moze sie oprzec jak juz zacznie czytac. ",8
Każda książka jest pokarmem dla naszej wyobraźni. Ta pozycja to swoiste tornado dla umysłu czytelnika. ,10
"Zgadzam się z innymi, że styl pierwszej części nie jest najlepszy. Gdyby to było moje pierwsze zetknięcie z serią - nie kontynuowałabym. Na szczęście pierwszy był serial, więc dam szansę kolejnej części ",unknown
"Ponad 800 stron, ale było warto. Niech sam fakt, że bez trudów przebrnąłem przez tak opasły tom, świadczy o jakości lektury. ",8
"Książka Georga R. R. Martina, pt. „Gra o Tron” jest to pierwsza część sagi „Pieśni Lodu i Ognia”. Powieść wielowątkowa, która rozgrywa się na kilku płaszczyznach. Dotyczy głównie rodu Starków, zwłaszcza Eddarda (staje się on Namiestnikiem). Poznajemy również jego syna, notabene nieślubnego, który ma przywdziać czarne szaty i służyć w Nocnej Straży. Ukazane są również losy lady Catelyn Stark i jej dzieci -synów: Robba, Brana, Rickona i córek: Sansy oraz Aryi. Robb został powołany na stanowisko Namiestnika i pełni rządy w Winterfell jako młody lord. Sansy jest delikatna, łaknie królewski przepych i marzy, żeby wyjść za mąż za syna Króla – Joffreya. Przeciwieństwem jej jest Arya, która jest wolnym duchem, który kocha przyrodę. Lubi wymachiwać bronią, a stroni od jedwabi. To jedna strona barykady, po drugiej stronie stoją przedstawiciele rody Lannisterów. Poznajemy Królową, która kładzie nacisk, aby jej syn zasiadł na królewskim tronie oraz jej brata Tyriona, zwanego Krasnalem (na świat przyszedł jako karzeł). Jednak to nie wszystkie postacie. Gdzieś daleko, poza granicami Królestwa, przy życiu ostatni potomkowie Smoków – Viserys oraz jego siostra Daenerys Targaryenowie, których los związał z ludźmi Khala Drogo, przywódcą Dothraków. Chyba o żadnej istotnej postaci nie zapomniałam. Nie ma co ukrywać jest ich BARDZO dużo jak na taki tom. Jak dla mnie prowadzi to do jednego wielkiego chaosu. Dość szybko pogubiła się w tym kto kim jest i jaki cel mu przyświeca. Nie pomogło również obejrzenie kilku odcinków serialu produkcji HBO. Szacunek mam dla autora pod względem tworzenia tych postaci, które są bardzo różne. Każda jest niepowtarzalna. Co zadziwiające fabuła prowadzona jest też w sposób inny niż pozostałe książki. Od jednego wątku do drugiego, od bohatera do bohatera i wszystko niby stanowi jedną spójność. Dlaczego niby? Ciężko mi było przebrnąć przez te losy. Jak mnie jakiś wątek zainteresował to jakoś szybko się kończył albo trzeba było czekać na jego dalszą część kolejne kilkanaście stron… Autor w tej książce zamieścił również szczegółowe opisy strojów, wygląd poszczególnych pomieszczeń, dań serwowanych podczas uczt, obyczajów, czy też potyczek wojskowych na polu bitwy. Z jednej strony super, czytelnik mógł wyobrazić sobie jak to wszystko wyglądało wczuć się w fabułę. Mnie jednak to nudziło. Nie będę nikogo czarować, męczyłam się jak nigdy, żeby przebrnąć przez tę książkę. Jedynie pocieszania moich znajomych, że wciągnę się w ten świat po obejrzeniu kilku odcinków pozwoliły mi zakończyć tę powieść. Fanfar nie było, dlaczegóż? Prosta odpowiedź. Jak dla mnie za dużo postaci, wątków, w pewnym momencie kompletnie się zgubiłam i choć przekartkowałam kilka stron wstecz i przypomniałam sobie wątek, on zaraz się zakończył i był już kolejny. Na dzień dzisiejszy jest to moja najgorsza książka jaką do tej pory w życiu przeczytałam. Jest to też kolejna książka fantasy, która nie porwała mnie za sobą. W tamtym roku był ""Hobbit"", nad którym również ubolewałam. Nie ma co ukrywać z fantastyki pozostanę wierna tylko Harry'emu Potterowi, który skradł moje serce od pierwszych storn swoich książek. Nie będę was zniechęcać do tej książki. Po dłuższym zastanowieniu doszłam do wniosku, że ja po prostu nie lubię fantastyki i czas skończyć z jej czytaniem. Może kiedyś mi się to odmieni? Czas pokaże... ",unknown
"Jedna z lepszych książek jakie czytałem. Pomimo umiejscowienia akcji w czasie pseudośrednioweicza to akcja nie dotyczy tylko wojny, ale też relacji między ludzkich społeczności lokalnej jak i postawy ludzkich, które można nawet odnieść do współczesności. Niektóre powiedzenia z książki funkcjonują w życiu codziennym. ",9
"Jako wielki fan Tolkiena i Sapkowskiego uważam tę powieść za prawdziwy majstersztyk fantasy! Nie sądziłem, że tak długą książkę przeczytam tak szybko. Rewelacyjnie wykreowany świat, mnóstwo barwnych postaci, intrygujących miejsc i ciągłe intrygi i spiski. Mocno zachęca do przeczytania całej serii, a w do przyszłości obejrzenia serialu. ",10
"Po angielsku wybitna, w polskim tłumaczeniu miewam wątpliwości. ",9
Świetnie wykreowany świat. Jeden z lepszych dzieł z dziedziny fantasy. Wkręciłam się zarówno w książkę jak i serial. Nie mogę się doczekać co będzie dalej. ,9
"sienkiewicz z niego trochę. historia wyglądała tak: zaczęłam czytać, mnogość bohaterów i rozpasłość wątków mnie odrzuciła po ok. 100 stronach -> obejrzałam jakąś tam część serialu -> wróciłam do książek i czytałam nawet na zajęciach w LO :P mam wrażenie, że autor jest trochę bezczelny w tej swojej opisowości, sili się na epickość, ten początek okropnie mnie wkurzył - później też miałam takie momenty. więc język uznaję za taki se. ale uniwersum... jak już wejdziesz to nie wyjdziesz, mocno zassało, dobrze przemyślana fabuła na czasy kiedy ją czytałam. ",7
"""Gra o Tron"" to książka, która chodziła za mną już naprawdę długi czas. Serial oglądałam na bieżąco od 2014 roku, ale pozostawił po sobie spore rozczarowanie ostatnimi sezonami. Głównie z tego powodu zdecydowałam się na zapoznanie z książkami. Muszę przyznać, że pierwsza część wypadła niezwykle pozytywnie. G.R.R.Martin ma talent jeśli chodzi o kreację świata i postaci. Nadal nie mogę wyjść spod wrażenia jak wszystko się zgrywa. Różne regiony, tradycje, wierzenia. Na dodatek, wszystko z sensem. Niczym nie byłam tak zafascynowana jak właśnie całą tą otoczką wokół wydarzeń. Jeśli o postaci chodzi to również uważam, że robota wykonana w sposób świetny. Jest ich wiele, a każda istotna dla historii. Dawno nie spotkałam się z tak dobrze rozpisanymi bohaterami w jakiejkolwiek książce. Każdy o innym charakterze, prowadzeni konsekwentnie przez całą książkę. O wiele lepiej niż w serialu. Dla przykładu podać mogę Daenerys Targaryen, która w serialu irytowała mnie jak nikt inny, a w książce zyskała miano ulubionej postaci. Jeśli o samą historię chodzi podoba mi się to, że możemy ją obserwować z punktu widzenia wielu postaci. Zyskuje dzięki temu niezmiernie. Wątków jest wiele: od te wojenne po miłosne. Osobiście moimi ulubionymi są różnego rodzaju intrygi na dworze. Jeśli lubicie klimat zdrad, wojen, zabójstw i walk królów- ""Gra o Tron"" zdecydowanie jest dla was. Sama nie mogę się doczekać aż zapoznam się z resztą historii. ",7
"Podziwiam autora cyklu za niebywały kunszt literacki. Wciąż zaskakująca, nieprzewidywalna fabuła. Nietuzinkowe intrygi i niebanalni bohaterowie. Powieść głęboko zapadła mi w pamięć, cykl czytałam lata temu i nie oglądałam serialu - a wciąż pamiętam fabułę i emocje towarzyszące czytaniu. ",10
"Jak dla mnie trochę specyficzna, ale fajna. Ten tom traktuję jako takie długie, ale ciekawe wprowadzenie do serii. Martin ma trochę obyczajowy styl pisania, który w połączeniu z fantastyką dla starszych jest naprawdę ok.! ",8
"Książka-otwarcie jednej z najbardziej kasowych serii fantasy a jednocześnie jedna z najsłabszych w obrębie cyklu. Opasłe tomiszcze przedstawia całkiem zgrabne wprowadzenie do uniwersum ""Pieśni Lodu i Ognia"" jednakże autorowi brakuje jeszcze na tym etapie zręczności w opisywaniu relacji ludzkich i nadawaniu im większej głębi. Ned Stark, który jest właściwie jednym z głównych bohaterów tego tomu, jest zupełnie nijaki, zaś Daenerys Targaryen, młoda pretedentka do tronu działająca na innym kontynencie, jest przedstawiona równie płasko, miejscami wręcz infantylnie. Najciekawiej poprowadzone postacie w tym tomie, to paradoksalnie spoza familii Starków, czyli Tyrion Lannister czy król Robert Baratheon. Zarysowana intryga polityczna, która doprowadza do zawirowań na władzy wydaje się tu płytka, wręcz niedorzeczna i jeśli ktoś nie przełknie tej gorzkiej pigułki, będzie jej się odbijać przez resztę sagi. Jeśli jednak potraficie przymknąć oko na pewne uproszczenia, będziecie się dobrze bawić. Pod warunkiem, że nie przeszkadzają Wam długie opisy uczt i innych wydarzeń :) ",6
"Nie sądziłam, że taką księgę przeczytam tak szybko. Książka napisana bardzo przystępnym językiem. Z każdym bohaterem mamy dużo czasu do zapoznania się dzięki czemu postacie nam się nie mieszają, czego się troszkę obawiałam. Akcje są budowane pomalutku i opowiadane z perspektywy kilku bohaterów dzięki czemu dostajemy szerszy pogląd na każdy poruszany wątek. Już teraz nie mogę doczekać się aż zacznę czytać następne części. ",9
"O dziwo pierwszą część czytałem najdłużej, ale mogło to wynikać z tego, że nie różniła się ona zbytnio od serialu. Jednak Martinowski styl pisania i kreowania Świata bardzo przypadł mi do gustu. Dbanie o najmniejsze szczegóły, rozbudowane i wielopoziomowe postacie jeszcze bardziej pociągnęły mnie do sięgnięcia po drugą część od razu po skończeniu pierwszej. ",9
"Sama książka, bardzo dobra, bohaterowie rozbudowani i każdy ma w sobie coś intrygującego, postacie nie są płytkie i jednowymiarowe, każdego da się lubić na swój sposób, a raczej rozumieć (bo trudno taką Cersei polubić). Jednak to co mnie w Grze o tron irytowało to barwne opisy uczt i innych takich. Całą historię możnaby zmieścić w książce o połowę krótszej. Akcja się dzieje bardzo powoli, tak żeby czytelnik znał dobrze każdy szczególik, co w pewnym momencie staje się delikatnie nużące. Jednak fabuła, bardzo wciąga, przez co sięgnęłam też po koleiną część, niemniej jednak raczej nie zdecyduję się na przeczytanie całej dotychczas powstałej sagi, ponieważ zbyt wiele czasu by pochłonęła, a na świecie przecież jeszcze wiele książek może nawet lepszych. ",7
"Brew powszechnemu przekonaniu, książka nie jest bardzo trudna do zrozumienia, ale owszem trzeba czytać uważnie. Trochę długa, ale poziom historii, akcja, bohaterowie, nadrabiają opisy. ",9
"Fajnie się czytało mimo, że wcześniej widziałam film. ",10
